2021 output area,mnemonic,Cannot understand spoken Welsh,% Cannot understand spoken Welsh,Can understand spoken Welsh,% Can understand spoken Welsh,2021 output area,mnemonic,Europe: United Kingdom,% Europe: United Kingdom,No passport held,% No passport held,combined uk,% combined uk,2021 output area,mnemonic,Cannot read Welsh,% cannot read Welsh,Can read Welsh,% Can read Welsh,2021 output area,mnemonic,Welsh only identity,% Welsh only identity,Welsh and British only identity,% Welsh and British only identity,Combined Welsh and British,% Combined Welsh and British
W00009666,W00009666,136,95.8,6,4.2,W00009666,W00009666,69,48.3,63,44.1,132,92.4,W00009666,W00009666,136,97.1,4,2.9,W00009666,W00009666,82,57.7,8,5.6,90,63.3
W00009667,W00009667,179,82.9,37,17.1,W00009667,W00009667,183,81.0,27,11.9,210,92.9,W00009667,W00009667,183,84.7,33,15.3,W00009667,W00009667,131,57.7,22,9.7,153,67.4
W00009668,W00009668,221,83.4,44,16.6,W00009668,W00009668,208,76.8,39,14.4,247,91.2,W00009668,W00009668,230,86.8,35,13.2,W00009668,W00009668,142,52.4,28,10.3,170,62.7
W00009669,W00009669,407,89.8,46,10.2,W00009669,W00009669,337,71.9,87,18.6,424,90.5,W00009669,W00009669,412,90.9,41,9.1,W00009669,W00009669,226,47.9,47,10.0,273,57.9
W00009670,W00009670,352,90.7,36,9.3,W00009670,W00009670,331,82.5,61,15.2,392,97.7,W00009670,W00009670,360,92.8,28,7.2,W00009670,W00009670,248,62.2,28,7.0,276,69.2
W00009671,W00009671,251,89.6,29,10.4,W00009671,W00009671,166,57.6,107,37.2,273,94.8,W00009671,W00009671,255,91.1,25,8.9,W00009671,W00009671,133,46.2,35,12.2,168,58.4
W00009672,W00009672,283,90.1,31,9.9,W00009672,W00009672,251,76.1,62,18.8,313,94.9,W00009672,W00009672,278,88.5,36,11.5,W00009672,W00009672,213,64.0,16,4.8,229,68.8
W00009673,W00009673,286,89.9,32,10.1,W00009673,W00009673,247,74.6,51,15.4,298,90.0,W00009673,W00009673,294,91.6,27,8.4,W00009673,W00009673,173,52.0,28,8.4,201,60.4
W00009675,W00009675,273,87.2,40,12.8,W00009675,W00009675,247,77.4,56,17.6,303,95.0,W00009675,W00009675,282,90.1,31,9.9,W00009675,W00009675,199,62.4,29,9.1,228,71.5
W00009676,W00009676,355,97.3,10,2.7,W00009676,W00009676,271,69.8,112,28.9,383,98.7,W00009676,W00009676,356,98.1,7,1.9,W00009676,W00009676,292,75.3,10,2.6,302,77.9
W00009677,W00009677,233,88.9,29,11.1,W00009677,W00009677,225,82.7,30,11.0,255,93.7,W00009677,W00009677,241,92.0,21,8.0,W00009677,W00009677,172,62.8,15,5.5,187,68.3
W00009678,W00009678,215,93.1,16,6.9,W00009678,W00009678,208,88.1,12,5.1,220,93.2,W00009678,W00009678,210,90.5,22,9.5,W00009678,W00009678,122,51.7,22,9.3,144,61.0
W00009679,W00009679,304,87.1,45,12.9,W00009679,W00009679,298,83.2,41,11.5,339,94.7,W00009679,W00009679,316,90.3,34,9.7,W00009679,W00009679,193,53.5,46,12.7,239,66.2
W00009680,W00009680,328,88.6,42,11.4,W00009680,W00009680,271,68.1,93,23.4,364,91.5,W00009680,W00009680,338,91.4,32,8.6,W00009680,W00009680,197,49.7,25,6.3,222,56.0
W00009681,W00009681,288,96.6,10,3.4,W00009681,W00009681,192,60.8,93,29.4,285,90.2,W00009681,W00009681,288,97.0,9,3.0,W00009681,W00009681,165,52.4,27,8.6,192,61.0
W00009682,W00009682,314,89.2,38,10.8,W00009682,W00009682,249,68.0,98,26.8,347,94.8,W00009682,W00009682,333,94.6,19,5.4,W00009682,W00009682,212,58.4,34,9.4,246,67.8
W00009683,W00009683,270,89.7,31,10.3,W00009683,W00009683,271,88.0,31,10.1,302,98.1,W00009683,W00009683,273,90.4,29,9.6,W00009683,W00009683,164,53.2,45,14.6,209,67.8
W00009684,W00009684,251,89.3,30,10.7,W00009684,W00009684,208,68.9,48,15.9,256,84.8,W00009684,W00009684,257,91.5,24,8.5,W00009684,W00009684,148,49.2,15,5.0,163,54.2
W00009686,W00009686,278,90.6,29,9.4,W00009686,W00009686,260,82.8,34,10.8,294,93.6,W00009686,W00009686,281,91.8,25,8.2,W00009686,W00009686,173,55.3,22,7.0,195,62.3
W00009687,W00009687,295,87.8,41,12.2,W00009687,W00009687,234,67.4,92,26.5,326,93.9,W00009687,W00009687,309,92.0,27,8.0,W00009687,W00009687,188,54.2,15,4.3,203,58.5
W00009688,W00009688,256,87.7,36,12.3,W00009688,W00009688,254,84.9,30,10.0,284,94.9,W00009688,W00009688,262,89.7,30,10.3,W00009688,W00009688,162,54.2,41,13.7,203,67.9
W00009689,W00009689,199,88.1,27,11.9,W00009689,W00009689,184,78.6,28,12.0,212,90.6,W00009689,W00009689,200,88.5,26,11.5,W00009689,W00009689,132,55.7,28,11.8,160,67.5
W00009690,W00009690,401,92.4,33,7.6,W00009690,W00009690,312,69.3,88,19.6,400,88.9,W00009690,W00009690,397,91.5,37,8.5,W00009690,W00009690,208,46.4,51,11.4,259,57.8
W00009691,W00009691,503,92.1,43,7.9,W00009691,W00009691,384,67.5,113,19.9,497,87.4,W00009691,W00009691,507,92.9,39,7.1,W00009691,W00009691,290,50.5,56,9.8,346,60.3
W00009692,W00009692,302,86.5,47,13.5,W00009692,W00009692,299,84.0,42,11.8,341,95.8,W00009692,W00009692,307,88.0,42,12.0,W00009692,W00009692,220,61.1,33,9.2,253,70.3
W00009693,W00009693,317,91.9,28,8.1,W00009693,W00009693,285,80.5,51,14.4,336,94.9,W00009693,W00009693,320,92.8,25,7.2,W00009693,W00009693,203,57.3,36,10.2,239,67.5
W00009694,W00009694,207,89.6,24,10.4,W00009694,W00009694,179,74.6,49,20.4,228,95.0,W00009694,W00009694,209,90.9,21,9.1,W00009694,W00009694,175,72.9,16,6.7,191,79.6
W00009695,W00009695,303,90.7,31,9.3,W00009695,W00009695,276,79.5,50,14.4,326,93.9,W00009695,W00009695,314,94.0,20,6.0,W00009695,W00009695,160,45.7,33,9.4,193,55.1
W00009696,W00009696,266,92.4,22,7.6,W00009696,W00009696,247,81.5,39,12.9,286,94.4,W00009696,W00009696,269,93.4,19,6.6,W00009696,W00009696,179,59.3,19,6.3,198,65.6
W00009697,W00009697,261,90.9,26,9.1,W00009697,W00009697,199,65.9,98,32.5,297,98.4,W00009697,W00009697,259,89.3,31,10.7,W00009697,W00009697,149,48.9,30,9.8,179,58.7
W00009698,W00009698,227,88.3,30,11.7,W00009698,W00009698,221,83.4,28,10.6,249,94.0,W00009698,W00009698,231,89.9,26,10.1,W00009698,W00009698,155,58.3,21,7.9,176,66.2
W00009699,W00009699,211,89.4,25,10.6,W00009699,W00009699,170,70.2,51,21.1,221,91.3,W00009699,W00009699,209,87.8,29,12.2,W00009699,W00009699,131,54.1,32,13.2,163,67.3
W00009700,W00009700,254,90.4,27,9.6,W00009700,W00009700,221,75.2,51,17.3,272,92.5,W00009700,W00009700,258,91.8,23,8.2,W00009700,W00009700,163,55.4,25,8.5,188,63.9
W00009701,W00009701,193,92.8,15,7.2,W00009701,W00009701,153,71.5,51,23.8,204,95.3,W00009701,W00009701,198,95.2,10,4.8,W00009701,W00009701,107,49.1,34,15.6,141,64.7
W00009702,W00009702,337,91.3,32,8.7,W00009702,W00009702,279,73.2,68,17.8,347,91.0,W00009702,W00009702,341,92.4,28,7.6,W00009702,W00009702,199,52.2,27,7.1,226,59.3
W00009703,W00009703,202,87.8,28,12.2,W00009703,W00009703,149,62.6,69,29.0,218,91.6,W00009703,W00009703,211,91.7,19,8.3,W00009703,W00009703,153,64.6,26,11.0,179,75.6
W00009704,W00009704,286,89.9,32,10.1,W00009704,W00009704,259,78.2,54,16.3,313,94.5,W00009704,W00009704,300,93.5,21,6.5,W00009704,W00009704,186,56.2,25,7.6,211,63.8
W00009705,W00009705,219,85.2,38,14.8,W00009705,W00009705,230,84.9,24,8.9,254,93.8,W00009705,W00009705,227,88.0,31,12.0,W00009705,W00009705,152,56.5,44,16.4,196,72.9
W00009706,W00009706,275,89.9,31,10.1,W00009706,W00009706,238,73.0,66,20.2,304,93.2,W00009706,W00009706,285,92.8,22,7.2,W00009706,W00009706,145,44.5,44,13.5,189,58.0
W00009707,W00009707,253,87.5,36,12.5,W00009707,W00009707,203,66.1,84,27.4,287,93.5,W00009707,W00009707,266,92.0,23,8.0,W00009707,W00009707,176,57.3,29,9.4,205,66.7
W00009708,W00009708,281,88.1,38,11.9,W00009708,W00009708,205,61.2,85,25.4,290,86.6,W00009708,W00009708,291,91.2,28,8.8,W00009708,W00009708,158,47.2,28,8.4,186,55.6
W00009710,W00009710,333,88.8,42,11.2,W00009710,W00009710,269,70.1,100,26.0,369,96.1,W00009710,W00009710,340,90.7,35,9.3,W00009710,W00009710,241,62.8,41,10.7,282,73.5
W00009711,W00009711,284,85.0,50,15.0,W00009711,W00009711,303,89.1,21,6.2,324,95.3,W00009711,W00009711,292,87.4,42,12.6,W00009711,W00009711,163,47.5,45,13.1,208,60.6
W00009712,W00009712,252,89.7,29,10.3,W00009712,W00009712,223,76.9,51,17.6,274,94.5,W00009712,W00009712,262,92.9,20,7.1,W00009712,W00009712,178,61.6,27,9.3,205,70.9
W00009713,W00009713,329,89.2,40,10.8,W00009713,W00009713,294,77.6,79,20.8,373,98.4,W00009713,W00009713,340,92.9,26,7.1,W00009713,W00009713,236,61.6,44,11.5,280,73.1
W00009714,W00009714,274,88.4,36,11.6,W00009714,W00009714,262,80.9,50,15.4,312,96.3,W00009714,W00009714,280,90.3,30,9.7,W00009714,W00009714,209,64.5,15,4.6,224,69.1
W00009715,W00009715,340,91.9,30,8.1,W00009715,W00009715,269,69.0,100,25.6,369,94.6,W00009715,W00009715,351,95.1,18,4.9,W00009715,W00009715,235,60.6,33,8.5,268,69.1
W00009716,W00009716,250,80.9,59,19.1,W00009716,W00009716,283,89.8,24,7.6,307,97.4,W00009716,W00009716,264,85.2,46,14.8,W00009716,W00009716,160,50.8,38,12.1,198,62.9
W00009717,W00009717,216,79.4,56,20.6,W00009717,W00009717,245,87.2,34,12.1,279,99.3,W00009717,W00009717,224,83.0,46,17.0,W00009717,W00009717,165,58.7,25,8.9,190,67.6
W00009718,W00009718,300,84.7,54,15.3,W00009718,W00009718,324,88.3,31,8.4,355,96.7,W00009718,W00009718,308,87.3,45,12.7,W00009718,W00009718,192,52.3,46,12.5,238,64.8
W00009719,W00009719,272,88.3,36,11.7,W00009719,W00009719,217,65.6,96,29.0,313,94.6,W00009719,W00009719,281,91.2,27,8.8,W00009719,W00009719,197,60.2,25,7.6,222,67.8
W00009720,W00009720,242,83.4,48,16.6,W00009720,W00009720,235,79.1,44,14.8,279,93.9,W00009720,W00009720,249,86.2,40,13.8,W00009720,W00009720,178,60.8,13,4.4,191,65.2
W00009721,W00009721,223,89.6,26,10.4,W00009721,W00009721,207,79.6,44,16.9,251,96.5,W00009721,W00009721,225,90.4,24,9.6,W00009721,W00009721,167,64.7,20,7.8,187,72.5
W00009722,W00009722,190,69.3,84,30.7,W00009722,W00009722,252,89.7,18,6.4,270,96.1,W00009722,W00009722,201,73.4,73,26.6,W00009722,W00009722,148,53.0,31,11.1,179,64.1
W00009723,W00009723,186,66.9,92,33.1,W00009723,W00009723,261,90.9,25,8.7,286,99.6,W00009723,W00009723,185,66.8,92,33.2,W00009723,W00009723,167,58.2,32,11.1,199,69.3
W00009724,W00009724,214,64.8,116,35.2,W00009724,W00009724,300,88.8,17,5.0,317,93.8,W00009724,W00009724,224,67.9,106,32.1,W00009724,W00009724,198,58.6,45,13.3,243,71.9
W00009725,W00009725,207,66.3,105,33.7,W00009725,W00009725,290,90.6,21,6.6,311,97.2,W00009725,W00009725,219,70.2,93,29.8,W00009725,W00009725,191,59.7,38,11.9,229,71.6
W00009726,W00009726,212,64.6,116,35.4,W00009726,W00009726,286,86.1,30,9.0,316,95.1,W00009726,W00009726,222,67.7,106,32.3,W00009726,W00009726,173,51.8,27,8.1,200,59.9
W00009727,W00009727,221,78.1,62,21.9,W00009727,W00009727,273,91.9,21,7.1,294,99.0,W00009727,W00009727,235,82.2,51,17.8,W00009727,W00009727,173,58.2,49,16.5,222,74.7
W00009728,W00009728,258,85.7,43,14.3,W00009728,W00009728,278,87.7,37,11.7,315,99.4,W00009728,W00009728,270,89.4,32,10.6,W00009728,W00009728,190,60.3,44,14.0,234,74.3
W00009729,W00009729,227,82.2,49,17.8,W00009729,W00009729,259,89.9,20,6.9,279,96.8,W00009729,W00009729,241,87.3,35,12.7,W00009729,W00009729,155,53.6,32,11.1,187,64.7
W00009730,W00009730,195,83.3,39,16.7,W00009730,W00009730,209,89.3,16,6.8,225,96.1,W00009730,W00009730,204,86.8,31,13.2,W00009730,W00009730,143,61.1,27,11.5,170,72.6
W00009731,W00009731,207,83.5,41,16.5,W00009731,W00009731,224,86.5,28,10.8,252,97.3,W00009731,W00009731,212,85.5,36,14.5,W00009731,W00009731,135,51.9,31,11.9,166,63.8
W00009732,W00009732,174,84.5,32,15.5,W00009732,W00009732,177,81.6,26,12.0,203,93.6,W00009732,W00009732,179,86.9,27,13.1,W00009732,W00009732,108,49.8,23,10.6,131,60.4
W00009733,W00009733,220,76.9,66,23.1,W00009733,W00009733,269,92.1,20,6.8,289,98.9,W00009733,W00009733,224,78.6,61,21.4,W00009733,W00009733,181,62.6,25,8.7,206,71.3
W00009734,W00009734,184,81.4,42,18.6,W00009734,W00009734,185,79.1,40,17.1,225,96.2,W00009734,W00009734,190,84.4,35,15.6,W00009734,W00009734,137,58.8,30,12.9,167,71.7
W00009735,W00009735,469,90.0,52,10.0,W00009735,W00009735,487,91.0,30,5.6,517,96.6,W00009735,W00009735,471,90.2,51,9.8,W00009735,W00009735,215,40.1,41,7.6,256,47.7
W00009736,W00009736,252,85.4,43,14.6,W00009736,W00009736,272,91.0,11,3.7,283,94.7,W00009736,W00009736,255,86.4,40,13.6,W00009736,W00009736,152,50.5,27,9.0,179,59.5
W00009737,W00009737,233,85.3,40,14.7,W00009737,W00009737,248,89.2,19,6.8,267,96.0,W00009737,W00009737,240,87.6,34,12.4,W00009737,W00009737,144,51.4,33,11.8,177,63.2
W00009738,W00009738,233,87.3,34,12.7,W00009738,W00009738,248,89.2,23,8.3,271,97.5,W00009738,W00009738,239,89.8,27,10.2,W00009738,W00009738,162,58.3,38,13.7,200,72.0
W00009739,W00009739,268,81.5,61,18.5,W00009739,W00009739,299,90.1,24,7.2,323,97.3,W00009739,W00009739,270,82.1,59,17.9,W00009739,W00009739,180,54.2,50,15.1,230,69.3
W00009740,W00009740,362,80.8,86,19.2,W00009740,W00009740,345,75.3,81,17.7,426,93.0,W00009740,W00009740,378,83.8,73,16.2,W00009740,W00009740,247,53.6,50,10.8,297,64.4
W00009741,W00009741,239,72.2,92,27.8,W00009741,W00009741,311,92.0,23,6.8,334,98.8,W00009741,W00009741,255,76.3,79,23.7,W00009741,W00009741,189,56.4,42,12.5,231,68.9
W00009742,W00009742,216,83.1,44,16.9,W00009742,W00009742,229,84.2,32,11.8,261,96.0,W00009742,W00009742,221,85.0,39,15.0,W00009742,W00009742,164,60.1,21,7.7,185,67.8
W00009743,W00009743,260,86.4,41,13.6,W00009743,W00009743,267,87.5,28,9.2,295,96.7,W00009743,W00009743,258,85.1,45,14.9,W00009743,W00009743,196,64.1,19,6.2,215,70.3
W00009744,W00009744,204,86.4,32,13.6,W00009744,W00009744,153,64.3,60,25.2,213,89.5,W00009744,W00009744,209,90.5,22,9.5,W00009744,W00009744,125,52.7,22,9.3,147,62.0
W00009745,W00009745,202,78.0,57,22.0,W00009745,W00009745,237,86.2,30,10.9,267,97.1,W00009745,W00009745,208,80.0,52,20.0,W00009745,W00009745,158,57.5,29,10.5,187,68.0
W00009746,W00009746,219,73.7,78,26.3,W00009746,W00009746,271,88.3,32,10.4,303,98.7,W00009746,W00009746,236,79.2,62,20.8,W00009746,W00009746,174,56.3,31,10.0,205,66.3
W00009747,W00009747,189,74.7,64,25.3,W00009747,W00009747,212,79.1,48,17.9,260,97.0,W00009747,W00009747,199,78.3,55,21.7,W00009747,W00009747,130,48.9,32,12.0,162,60.9
W00009748,W00009748,169,80.9,40,19.1,W00009748,W00009748,161,75.9,33,15.6,194,91.5,W00009748,W00009748,176,84.2,33,15.8,W00009748,W00009748,99,46.5,25,11.7,124,58.2
W00009749,W00009749,235,66.4,119,33.6,W00009749,W00009749,334,92.8,21,5.8,355,98.6,W00009749,W00009749,248,70.3,105,29.7,W00009749,W00009749,221,61.4,31,8.6,252,70.0
W00009750,W00009750,238,86.5,37,13.5,W00009750,W00009750,235,84.8,35,12.6,270,97.4,W00009750,W00009750,242,88.0,33,12.0,W00009750,W00009750,144,52.0,39,14.1,183,66.1
W00009751,W00009751,323,76.5,99,23.5,W00009751,W00009751,398,91.1,24,5.5,422,96.6,W00009751,W00009751,346,82.0,76,18.0,W00009751,W00009751,244,56.5,37,8.6,281,65.1
W00009752,W00009752,99,78.6,27,21.4,W00009752,W00009752,102,79.1,24,18.6,126,97.7,W00009752,W00009752,110,87.3,16,12.7,W00009752,W00009752,72,56.2,11,8.6,83,64.8
W00009753,W00009753,151,76.3,47,23.7,W00009753,W00009753,178,89.4,14,7.0,192,96.4,W00009753,W00009753,159,80.3,39,19.7,W00009753,W00009753,117,58.5,30,15.0,147,73.5
W00009754,W00009754,164,91.6,15,8.4,W00009754,W00009754,132,72.5,37,20.3,169,92.8,W00009754,W00009754,166,92.7,13,7.3,W00009754,W00009754,100,55.6,17,9.4,117,65.0
W00009755,W00009755,191,75.5,62,24.5,W00009755,W00009755,232,88.5,19,7.3,251,95.8,W00009755,W00009755,198,78.3,55,21.7,W00009755,W00009755,130,50.0,32,12.3,162,62.3
W00009756,W00009756,168,85.7,28,14.3,W00009756,W00009756,160,80.0,36,18.0,196,98.0,W00009756,W00009756,172,87.8,24,12.2,W00009756,W00009756,131,65.2,19,9.5,150,74.7
W00009757,W00009757,242,76.3,75,23.7,W00009757,W00009757,281,85.9,38,11.6,319,97.5,W00009757,W00009757,245,76.8,74,23.2,W00009757,W00009757,171,52.1,41,12.5,212,64.6
W00009758,W00009758,189,62.4,114,37.6,W00009758,W00009758,286,90.8,21,6.7,307,97.5,W00009758,W00009758,216,70.8,89,29.2,W00009758,W00009758,177,56.4,44,14.0,221,70.4
W00009759,W00009759,197,77.3,58,22.7,W00009759,W00009759,202,77.7,50,19.2,252,96.9,W00009759,W00009759,199,77.7,57,22.3,W00009759,W00009759,149,57.3,20,7.7,169,65.0
W00009760,W00009760,281,88.9,35,11.1,W00009760,W00009760,257,78.8,60,18.4,317,97.2,W00009760,W00009760,284,89.6,33,10.4,W00009760,W00009760,193,59.0,42,12.8,235,71.8
W00009761,W00009761,229,75.8,73,24.2,W00009761,W00009761,272,86.9,37,11.8,309,98.7,W00009761,W00009761,245,81.1,57,18.9,W00009761,W00009761,186,59.2,37,11.8,223,71.0
W00009762,W00009762,228,64.0,128,36.0,W00009762,W00009762,324,90.0,31,8.6,355,98.6,W00009762,W00009762,253,71.1,103,28.9,W00009762,W00009762,197,54.4,34,9.4,231,63.8
W00009763,W00009763,229,80.4,56,19.6,W00009763,W00009763,264,90.4,17,5.8,281,96.2,W00009763,W00009763,244,85.6,41,14.4,W00009763,W00009763,129,43.6,37,12.5,166,56.1
W00009764,W00009764,215,85.3,37,14.7,W00009764,W00009764,228,86.4,24,9.1,252,95.5,W00009764,W00009764,224,88.5,29,11.5,W00009764,W00009764,135,51.7,25,9.6,160,61.3
W00009765,W00009765,193,71.7,76,28.3,W00009765,W00009765,253,91.3,21,7.6,274,98.9,W00009765,W00009765,199,74.0,70,26.0,W00009765,W00009765,156,56.7,32,11.6,188,68.3
W00009766,W00009766,224,80.0,56,20.0,W00009766,W00009766,256,90.1,19,6.7,275,96.8,W00009766,W00009766,227,81.1,53,18.9,W00009766,W00009766,176,61.1,32,11.1,208,72.2
W00009767,W00009767,202,63.5,116,36.5,W00009767,W00009767,298,90.9,25,7.6,323,98.5,W00009767,W00009767,217,68.0,102,32.0,W00009767,W00009767,167,51.2,42,12.9,209,64.1
W00009768,W00009768,232,84.4,43,15.6,W00009768,W00009768,229,81.5,50,17.8,279,99.3,W00009768,W00009768,237,86.2,38,13.8,W00009768,W00009768,198,70.2,22,7.8,220,78.0
W00009769,W00009769,180,90.0,20,10.0,W00009769,W00009769,168,82.8,33,16.3,201,99.1,W00009769,W00009769,181,91.0,18,9.0,W00009769,W00009769,132,65.3,28,13.9,160,79.2
W00009982,W00009982,1427,91.3,136,8.7,W00009982,W00009982,823,52.5,247,15.8,1070,68.3,W00009982,W00009982,1431,91.6,132,8.4,W00009982,W00009982,469,29.9,59,3.8,528,33.7
W00009983,W00009983,551,92.0,48,8.0,W00009983,W00009983,369,60.6,68,11.2,437,71.8,W00009983,W00009983,552,92.2,47,7.8,W00009983,W00009983,142,23.3,38,6.2,180,29.5
W00009985,W00009985,316,89.5,37,10.5,W00009985,W00009985,192,51.8,97,26.1,289,77.9,W00009985,W00009985,325,92.1,28,7.9,W00009985,W00009985,140,37.9,6,1.6,146,39.5
W00010115,W00010115,774,86.4,122,13.6,W00010115,W00010115,713,79.8,21,2.4,734,82.2,W00010115,W00010115,761,84.9,135,15.1,W00010115,W00010115,162,18.1,20,2.2,182,20.3
W00010116,W00010116,201,93.9,13,6.1,W00010116,W00010116,70,31.0,17,7.5,87,38.5,W00010116,W00010116,203,95.3,10,4.7,W00010116,W00010116,28,12.6,4,1.8,32,14.4
W00010118,W00010118,309,92.2,26,7.8,W00010118,W00010118,222,66.1,12,3.6,234,69.7,W00010118,W00010118,307,91.9,27,8.1,W00010118,W00010118,39,11.4,13,3.8,52,15.2
W00010119,W00010119,597,90.5,63,9.5,W00010119,W00010119,544,82.2,13,2.0,557,84.2,W00010119,W00010119,597,90.6,62,9.4,W00010119,W00010119,145,22.0,20,3.0,165,25.0
W00010120,W00010120,256,89.8,29,10.2,W00010120,W00010120,218,74.7,32,11.0,250,85.7,W00010120,W00010120,256,89.8,29,10.2,W00010120,W00010120,102,34.9,19,6.5,121,41.4
W00010121,W00010121,164,91.6,15,8.4,W00010121,W00010121,101,55.5,9,4.9,110,60.4,W00010121,W00010121,161,89.4,19,10.6,W00010121,W00010121,35,19.1,9,4.9,44,24.0
W00010122,W00010122,218,92.8,17,7.2,W00010122,W00010122,157,65.7,30,12.6,187,78.3,W00010122,W00010122,216,91.9,19,8.1,W00010122,W00010122,82,34.5,16,6.7,98,41.2
W00010123,W00010123,314,87.0,47,13.0,W00010123,W00010123,325,88.8,21,5.7,346,94.5,W00010123,W00010123,317,87.8,44,12.2,W00010123,W00010123,136,37.2,23,6.3,159,43.5
W00010124,W00010124,251,93.0,19,7.0,W00010124,W00010124,211,75.6,28,10.0,239,85.6,W00010124,W00010124,253,94.1,16,5.9,W00010124,W00010124,94,33.7,24,8.6,118,42.3
W00010125,W00010125,342,87.9,47,12.1,W00010125,W00010125,328,84.1,11,2.8,339,86.9,W00010125,W00010125,341,87.7,48,12.3,W00010125,W00010125,72,18.4,15,3.8,87,22.2
W00010127,W00010127,200,80.0,50,20.0,W00010127,W00010127,193,76.3,13,5.1,206,81.4,W00010127,W00010127,206,82.4,44,17.6,W00010127,W00010127,102,40.5,12,4.8,114,45.3
W00010128,W00010128,617,92.0,54,8.0,W00010128,W00010128,602,89.7,18,2.7,620,92.4,W00010128,W00010128,623,92.8,48,7.2,W00010128,W00010128,123,18.3,25,3.7,148,22.0
W00010129,W00010129,129,77.2,38,22.8,W00010129,W00010129,126,74.1,9,5.3,135,79.4,W00010129,W00010129,140,83.8,27,16.2,W00010129,W00010129,49,28.8,15,8.8,64,37.6
W00010130,W00010130,399,91.9,35,8.1,W00010130,W00010130,182,41.6,26,5.9,208,47.5,W00010130,W00010130,400,92.0,35,8.0,W00010130,W00010130,54,12.4,15,3.4,69,15.8
W00010131,W00010131,328,94.5,19,5.5,W00010131,W00010131,82,22.4,31,8.5,113,30.9,W00010131,W00010131,333,96.0,14,4.0,W00010131,W00010131,25,6.9,9,2.5,34,9.4
W00010132,W00010132,193,93.2,14,6.8,W00010132,W00010132,151,72.9,6,2.9,157,75.8,W00010132,W00010132,193,93.2,14,6.8,W00010132,W00010132,41,19.6,6,2.9,47,22.5
W00010133,W00010133,268,86.5,42,13.5,W00010133,W00010133,215,68.5,9,2.9,224,71.4,W00010133,W00010133,275,89.0,34,11.0,W00010133,W00010133,95,29.9,25,7.9,120,37.8
W00010134,W00010134,232,85.6,39,14.4,W00010134,W00010134,199,69.6,31,10.8,230,80.4,W00010134,W00010134,239,88.2,32,11.8,W00010134,W00010134,111,39.4,22,7.8,133,47.2
W00010135,W00010135,309,83.7,60,16.3,W00010135,W00010135,293,75.5,40,10.3,333,85.8,W00010135,W00010135,325,88.1,44,11.9,W00010135,W00010135,132,34.0,30,7.7,162,41.7
W00010136,W00010136,236,85.8,39,14.2,W00010136,W00010136,235,83.6,37,13.2,272,96.8,W00010136,W00010136,238,86.5,37,13.5,W00010136,W00010136,157,55.3,26,9.2,183,64.5
W00010137,W00010137,303,91.5,28,8.5,W00010137,W00010137,151,44.4,10,2.9,161,47.3,W00010137,W00010137,303,92.4,25,7.6,W00010137,W00010137,65,19.1,19,5.6,84,24.7
W00010138,W00010138,313,89.9,35,10.1,W00010138,W00010138,255,72.4,11,3.1,266,75.5,W00010138,W00010138,313,89.9,35,10.1,W00010138,W00010138,102,28.5,23,6.4,125,34.9
W00010139,W00010139,255,85.9,42,14.1,W00010139,W00010139,238,78.3,6,2.0,244,80.3,W00010139,W00010139,259,87.8,36,12.2,W00010139,W00010139,99,32.5,18,5.9,117,38.4
W00010140,W00010140,330,73.3,120,26.7,W00010140,W00010140,417,90.8,30,6.5,447,97.3,W00010140,W00010140,349,77.6,101,22.4,W00010140,W00010140,228,49.5,47,10.2,275,59.7
W00010141,W00010141,143,83.1,29,16.9,W00010141,W00010141,141,81.5,4,2.3,145,83.8,W00010141,W00010141,149,86.6,23,13.4,W00010141,W00010141,59,34.1,20,11.6,79,45.7
W00010142,W00010142,269,85.9,44,14.1,W00010142,W00010142,257,80.3,27,8.4,284,88.7,W00010142,W00010142,268,85.6,45,14.4,W00010142,W00010142,118,36.9,34,10.6,152,47.5
W00010143,W00010143,244,89.4,29,10.6,W00010143,W00010143,216,77.1,2,0.7,218,77.8,W00010143,W00010143,245,89.7,28,10.3,W00010143,W00010143,80,28.5,26,9.3,106,37.8
W00010146,W00010146,279,89.1,34,10.9,W00010146,W00010146,237,72.5,26,8.0,263,80.5,W00010146,W00010146,278,88.5,36,11.5,W00010146,W00010146,135,41.5,17,5.2,152,46.7
W00010147,W00010147,202,88.2,27,11.8,W00010147,W00010147,180,75.6,8,3.4,188,79.0,W00010147,W00010147,204,88.3,27,11.7,W00010147,W00010147,82,34.6,23,9.7,105,44.3
W00010148,W00010148,140,87.5,20,12.5,W00010148,W00010148,119,72.1,23,13.9,142,86.0,W00010148,W00010148,141,88.1,19,11.9,W00010148,W00010148,64,38.6,19,11.4,83,50.0
W00010149,W00010149,294,88.0,40,12.0,W00010149,W00010149,225,62.2,23,6.4,248,68.6,W00010149,W00010149,303,90.4,32,9.6,W00010149,W00010149,100,27.5,26,7.1,126,34.6
W00010151,W00010151,273,83.7,53,16.3,W00010151,W00010151,285,85.6,17,5.1,302,90.7,W00010151,W00010151,283,86.8,43,13.2,W00010151,W00010151,155,46.7,38,11.4,193,58.1
W00010152,W00010152,308,79.0,82,21.0,W00010152,W00010152,361,87.2,38,9.2,399,96.4,W00010152,W00010152,320,81.4,73,18.6,W00010152,W00010152,209,51.4,42,10.3,251,61.7
